_type,director,name,rating,star,year
ImdbItem,Mira Nair,The Perez Family,6.1,"Marisa Tomei,Anjelica Huston,Alfred Molina,Chazz Palminteri",1995
ImdbItem,Mark Lewis,Gordy,3.9,"Kristy Young,Doug Stone,James Donadio,Deborah Hobart",1995
ImdbItem,John McTiernan,Die Hard with a Vengeance,7.6,"Bruce Willis,Jeremy Irons,Samuel L. Jackson,Graham Greene",1995
ImdbItem,Paul Marcus,Prime Suspect: The Scent of Darkness,8,"Helen Mirren,Pip Donaghy,Tim Woodward,Stephen Boxer",1995
ImdbItem,Mel Gibson,Braveheart,8.4,"Mel Gibson,Sophie Marceau,Patrick McGoohan,Angus Macfadyen",1995
ImdbItem,Billy Crystal,Forget Paris,6.4,"Billy Crystal,Debra Winger,Joe Mantegna,Cynthia Stevenson",1995
ImdbItem,Gus Van Sant,To Die For,6.8,"Nicole Kidman,Matt Dillon,Joaquin Phoenix,Casey Affleck",1995
ImdbItem,Mick Jackson,Indictment: The McMartin Trial,7.7,"James Woods,Mercedes Ruehl,Lolita Davidovich,Sada Thompson",1995
ImdbItem,Rusty Cundieff,Tales from the Hood,6.3,"Clarence Williams III,Corbin Bernsen,Joe Torry,De'aundre Bonds",1995
ImdbItem,Theodoros Angelopoulos,Der Blick des Odysseus,7.6,"Harvey Keitel,Maia Morgenstern,Erland Josephson,Thanasis Vengos",1995
ImdbItem,John Boorman,Beyond Rangoon,6.6,"Patricia Arquette,U Aung Ko,Frances McDormand,Spalding Gray",1995
ImdbItem,Brad Silberling,Casper,6.1,"Bill Pullman,Christina Ricci,Cathy Moriarty,Eric Idle",1995
ImdbItem,Antonia Bird,Mad Love,5.3,"Chris O'Donnell,Drew Barrymore,Matthew Lillard,Richard Chaim",1995
ImdbItem,Jim Jarmusch,Dead Man,7.7,"Johnny Depp,Gary Farmer,Crispin Glover,Lance Henriksen",1995
ImdbItem,Alfonso Arau,A Walk in the Clouds,6.7,"Keanu Reeves,Aitana SÃ¡nchez-GijÃ_n,Anthony Quinn,Giancarlo Giannini",1995
ImdbItem,"Rich Arons,Michael Gerard,Rusty Mills,Greg Reyna",Tiny Toons' Night Ghoulery,7.4,"Joe Alaskey,Tress MacNeille,John Kassir,Don Messick",1995
ImdbItem,Anne Goursaud,Embrace of the Vampire,4.3,"Martin Kemp,Rebecca Ferratti,Alyssa Milano,Glori Gold",1995
ImdbItem,Robert Rodriguez,Desperado,7.2,"Antonio Banderas,Salma Hayek,Joaquim de Almeida,Cheech Marin",1995
ImdbItem,Michael Moore,Canadian Bacon,5.9,"John Candy,Alan Alda,Rhea Perlman,Kevin Pollak",1995
ImdbItem,Gary Fleder,Things to Do in Denver When You're Dead,6.8,"Andy Garcia,Christopher Walken,Christopher Lloyd,William Forsythe",1995
ImdbItem,Julianna Lavin,Live Nude Girls,5.4,"Dana Delany,Kim Cattrall,Cynthia Stevenson,Laila Robins",1995
ImdbItem,Clint Eastwood,The Bridges of Madison County,7.6,"Clint Eastwood,Meryl Streep,Annie Corley,Victor Slezak",1995
ImdbItem,Carlo Carlei,Fluke,6.7,"Matthew Modine,Nancy Travis,Samuel L. Jackson,Eric Stoltz",1995
ImdbItem,James D.R. Hickox,Children of the Corn III: Urban Harvest,4.1,"Daniel Cerny,Ron Melendez,Jim Metzler,Nancy Lee Grahn",1995
ImdbItem,Jon Blair,Anne Frank Remembered,8.1,"Kenneth Branagh,Glenn Close,Janny Brandes-Brilslijper,Rose De Liema",1995
ImdbItem,Joel Schumacher,Batman Forever,5.4,"Val Kilmer,Tommy Lee Jones,Jim Carrey,Nicole Kidman",1995
ImdbItem,Frank Marshall,Congo,5.1,"Laura Linney,Tim Curry,Dylan Walsh,Ernie Hudson",1995
ImdbItem,Zalman King,Delta of Venus,4.5,"Audie England,Costas Mandylor,Eric da Silva,Raven Snow",1995
ImdbItem,"Mike Gabriel,Eric Goldberg",Pocahontas,6.7,"Mel Gibson,Linda Hunt,Christian Bale,Joe Baker",I 1995
ImdbItem,Ron Howard,Apollo 13,7.6,"Tom Hanks,Bill Paxton,Kevin Bacon,Gary Sinise",I 1995
ImdbItem,Danny Cannon,Judge Dredd,5.5,"Sylvester Stallone,Armand Assante,Rob Schneider,JÃ_rgen Prochnow",1995
ImdbItem,Bryan Spicer,Mighty Morphin Power Rangers: The Movie,5.2,"Karan Ashley,Johnny Yong Bosch,Steve Cardenas,Jason David Frank",1995
ImdbItem,Amy Heckerling,Clueless,6.8,"Alicia Silverstone,Stacey Dash,Brittany Murphy,Paul Rudd",1995
ImdbItem,Roger Donaldson,Species,5.8,"Natasha Henstridge,Michael Madsen,Ben Kingsley,Alfred Molina",1995
ImdbItem,Jerry Zucker,First Knight,5.9,"Sean Connery,Richard Gere,Julia Ormond,Ben Cross",1995
ImdbItem,Chris Columbus,Nine Months,5.5,"Hugh Grant,Julianne Moore,Tom Arnold,Joan Cusack",1995
ImdbItem,Paul W.S. Anderson,Mortal Kombat,5.8,"Christopher Lambert,Robin Shou,Linden Ashby,Cary-Hiroyuki Tagawa",1995
ImdbItem,Geoff Murphy,Under Siege 2: Dark Territory,5.4,"Steven Seagal,Eric Bogosian,Everett McGill,Katherine Heigl",1995
ImdbItem,Frank Oz,The Indian in the Cupboard,5.9,"Hal Scardino,Litefoot,Lindsay Crouse,Richard Jenkins",1995
ImdbItem,Lasse HallstrÃ¶m,Something to Talk About,5.7,"Julia Roberts,Dennis Quaid,Robert Duvall,Gena Rowlands",1995
ImdbItem,Irwin Winkler,The Net,5.9,"Sandra Bullock,Jeremy Northam,Dennis Miller,Diane Baker",1995
ImdbItem,Kevin Reynolds,Waterworld,6.2,"Kevin Costner,Jeanne Tripplehorn,Dennis Hopper,Tina Majorino",1995
ImdbItem,Simon Wincer,Operation Dumbo Drop,5,"Danny Glover,Ray Liotta,Denis Leary,Doug E. Doug",1995
ImdbItem,Chris Noonan,Babe,6.8,"James Cromwell,Magda Szubanski,Christine Cavanaugh,Miriam Margolyes",1995
ImdbItem,Greg Beeman,Bushwhacked,5.5,"Daniel Stern,Jon Polito,Brad Sullivan,Ann Dowd",1995
ImdbItem,Brett Leonard,Virtuosity,5.6,"Denzel Washington,Russell Crowe,Kelly Lynch,Stephen Spinella",1995
ImdbItem,Christopher Ashley,Jeffrey,6.7,"Steven Weber,Michael T. Weiss,Peter Jacobson,Tom Cayler",1995
ImdbItem,"Koreyoshi Kurahara,Roger Spottiswoode",Hiroshima,8,"Lynne Adams,Wesley Addy,Allen Altman,Bernard Behrens",1995
ImdbItem,John N. Smith,Dangerous Minds,6.5,"Michelle Pfeiffer,George Dzundza,Courtney B. Vance,Robin Bartlett",1995
ImdbItem,Michael Gottlieb,A Kid in King Arthur's Court,4.8,"Thomas Ian Nicholas,Joss Ackland,Art Malik,Paloma Baeza",1995
ImdbItem,Richard Schickel,Elia Kazan: A Director's Journey,7.2,"Elia Kazan,Eli Wallach",1995
ImdbItem,Melanie Mayron,The Baby-Sitters Club,5.8,"Schuyler Fisk,Bre Blair,Rachael Leigh Cook,Larisa Oleynik",1995
ImdbItem,Richard Loncraine,Richard III,7.5,"Ian McKellen,Annette Bening,Christopher Bowen,Edward Jewesbury",1995
ImdbItem,Clive Barker,Lord of Illusions,6.1,"Scott Bakula,Kevin J. O'Connor,J. Trevor Edmond,Daniel von Bargen",1995
ImdbItem,Christopher Cain,The Amazing Panda Adventure,5.8,"Stephen Lang,Ryan Slater,Yi Ding,Wang Fei",1995
ImdbItem,Robert Markowitz,The Tuskegee Airmen,7.2,"Laurence Fishburne,Allen Payne,Malcolm-Jamal Warner,Courtney B. Vance",1995
ImdbItem,Ralph Ziman,Hearts & Minds,7.9,"Danny Keogh,Patrick Shai,Seputla Sebogodi,Brian O'Shaughnessy",1995
ImdbItem,Rick Stevenson,Magic in the Water,5.8,"Mark Harmon,Harley Jane Kozak,Joshua Jackson,Sarah Wayne",1995
ImdbItem,Woody Allen,Mighty Aphrodite,7.1,"Woody Allen,Mira Sorvino,Pamela Blair,Rene Ceballos",1995
ImdbItem,Nigel Finch,Stonewall,6.6,"Guillermo DÃ_az,Frederick Weller,Brendan Corbalis,Duane Boutte",1995
ImdbItem,Kathryn Bigelow,Strange Days,7.2,"Ralph Fiennes,Angela Bassett,Juliette Lewis,Tom Sizemore",1995
ImdbItem,Spike Lee,Clockers,6.9,"Harvey Keitel,John Turturro,Delroy Lindo,Mekhi Phifer",1995
ImdbItem,Kar-Wai Wong,Fallen Angels,7.7,"Leon Lai,Michelle Reis,Takeshi Kaneshiro,Charlie Yeung",1995
ImdbItem,Beeban Kidron,"To Wong Foo Thanks for Everything, Julie Newmar",6.5,"Wesley Snipes,Patrick Swayze,John Leguizamo,Stockard Channing",1995
ImdbItem,Christian Duguay,Screamers - TÃ¶dliche Schreie,6.4,"Peter Weller,Roy Dupuis,Jennifer Rubin,Andrew Lauer",1995
ImdbItem,Tab Murphy,Last of the Dogmen,7,"Tom Berenger,Barbara Hershey,Kurtwood Smith,Steve Reevis",1995
ImdbItem,Stacy Title,The Last Supper,6.8,"Cameron Diaz,Ron Eldard,Annabeth Gish,Jonathan Penner",I 1995
ImdbItem,Kelly Makin,Die Chaos-Clique auf Klassenfahrt,5.6,"Matt Frewer,Valerie Mahaffey,Lawrence Dane,Tommy Chong",1995
ImdbItem,Wesley Strick,The Tie That Binds,5,"Daryl Hannah,Keith Carradine,Moira Kelly,Vincent Spano",1995
ImdbItem,Mark Rappaport,From the Journals of Jean Seberg,7.1,"Mary Beth Hurt,Jean Seberg",1995
ImdbItem,Frank Pierson,Truman,7.2,"Gary Sinise,Diana Scarwid,Richard Dysart,Colm Feore",1995
ImdbItem,Andrew Davis,Steal Big Steal Little,4.9,"Andy Garcia,Alan Arkin,Rachel Ticotin,Joe Pantoliano",1995
ImdbItem,Todd Solondz,Welcome to the Dollhouse,7.4,"Heather Matarazzo,Christina Brucato,Victoria Davis,Christina Vidal",1995
ImdbItem,Philip Haas,Angels and Insects,7,"Mark Rylance,Kristin Scott Thomas,Patsy Kensit,Jeremy Kemp",1995
ImdbItem,Sean Penn,The Crossing Guard,6.3,"Jack Nicholson,David Morse,Anjelica Huston,Robin Wright",1995
ImdbItem,Christophe Gans,Crying Freeman - Der Sohn des Drachen,6.5,"Julie Condra,Kevan Ohtsji,Mark Dacascos,Debbie Podowski",1995
ImdbItem,,Blue Murder,8.6,"Richard Roxburgh,Tony Martin,Steve Bastoni,Gary Day",1995â€“ 
ImdbItem,David Fincher,Se7en,8.6,"Morgan Freeman,Brad Pitt,Kevin Spacey,Andrew Kevin Walker",1995
ImdbItem,Mike Figgis,Leaving Las Vegas - Liebe bis in den Tod,7.5,"Nicolas Cage,Elisabeth Shue,Julian Sands,Richard Lewis",1995
ImdbItem,Iain Softley,Hackers,6.2,"Jonny Lee Miller,Angelina Jolie,Jesse Bradford,Matthew Lillard",1995
ImdbItem,Patrick Read Johnson,Angus,6.7,"Charlie Talbert,George C. Scott,Kathy Bates,Perry Anzilotti",1995
ImdbItem,"Allison Anders,Alexandre Rockwell,Robert Rodriguez,Quentin Tarantino",Four Rooms,6.7,"Tim Roth,Antonio Banderas,Sammi Davis,Amanda De Cadenet",1995
ImdbItem,Carl Franklin,Devil in a Blue Dress,6.7,"Denzel Washington,Tom Sizemore,Jennifer Beals,Don Cheadle",1995
ImdbItem,Paul Verhoeven,Showgirls,4.7,"Elizabeth Berkley,Kyle MacLachlan,Gina Gershon,Glenn Plummer",1995
ImdbItem,Allan Moyle,Empire Records,6.7,"Anthony LaPaglia,Debi Mazar,Maxwell Caulfield,Rory Cochrane",1995
ImdbItem,"Albert Hughes,Allen Hughes",Dead Presidents,6.9,"Larenz Tate,Keith David,Chris Tucker,Freddy RodrÃ_guez",1995
ImdbItem,Holly Goldberg Sloan,The Big Green,5.5,"Steve Guttenberg,Olivia d'Abo,Jay O. Sanders,John Terry",1995
ImdbItem,David Anspaugh,Moonlight and Valentino,5.8,"Elizabeth Perkins,Whoopi Goldberg,Kathleen Turner,Gwyneth Paltrow",1995
ImdbItem,Hans Petter Moland,Zero Kelvin,7.4,"Stellan SkarsgÃ¥rd,Gard B. Eidsvold,BjÃ¸rn Sundquist,Camilla Martens",1995
ImdbItem,William Friedkin,Jade,5.2,"David Caruso,Linda Fiorentino,Chazz Palminteri,Richard Crenna",1995
ImdbItem,Victor Salva,Powder,6.6,"Mary Steenburgen,Sean Patrick Flanery,Lance Henriksen,Jeff Goldblum",1995
ImdbItem,Rich Wilkes,Glory Daze,5.6,"Ben Affleck,Sam Rockwell,Megan Ward,French Stewart",1995
ImdbItem,Noah Baumbach,Kicking and Screaming,7,"Josh Hamilton,Eric Stoltz,Samuel Gould,Catherine Kellner",1995
ImdbItem,Desmond Nakano,StraÃŸe der Rache,5.2,"John Travolta,Harry Belafonte,Kelly Lynch,Margaret Avery",1995
ImdbItem,Richard Donner,Assassins,6.3,"Sylvester Stallone,Antonio Banderas,Julianne Moore,Anatoli Davydov",1995
ImdbItem,Jocelyn Moorhouse,How to Make an American Quilt,6.2,"Winona Ryder,Ellen Burstyn,Anne Bancroft,Kaelynn Craddick",1995
ImdbItem,Roland JoffÃ©,The Scarlet Letter,5.2,"Demi Moore,Gary Oldman,Robert Duvall,Lisa Andoh",1995
ImdbItem,Guy Ferland,The Babysitter,4.3,"Alicia Silverstone,Jeremy London,J.T. Walsh,Lee Garlington",1995
ImdbItem,Jon Amiel,Copycat,6.6,"Sigourney Weaver,Holly Hunter,Dermot Mulroney,William McNamara",1995
ImdbItem,Barry Sonnenfeld,Get Shorty,6.9,"Gene Hackman,Rene Russo,Danny DeVito,John Travolta",1995
ImdbItem,Kevin Smith,Mallrats,7.2,"Shannen Doherty,Jeremy London,Jason Lee,Claire Forlani",1995
ImdbItem,Lesli Linka Glatter,Now and Then,6.8,"Christina Ricci,Demi Moore,Rosie O'Donnell,Thora Birch",1995
ImdbItem,Peter Hall,Never Talk to Strangers,5.2,"Rebecca De Mornay,Antonio Banderas,Dennis Miller,Len Cariou",1995
ImdbItem,Bill Corcoran,A Dream Is a Wish Your Heart Makes: The Annette Funicello Story,7.5,"Eva LaRue,Len Cariou,Frank Crudele,Jack Gilardi",1995
ImdbItem,Wes Craven,Vampire in Brooklyn,4.5,"Eddie Murphy,Angela Bassett,Allen Payne,Kadeem Hardison",1995
ImdbItem,Lewis Gilbert,Haunted,6.2,"Aidan Quinn,Kate Beckinsale,Anthony Andrews,John Gielgud",1995
ImdbItem,Martha Coolidge,Three Wishes,6.2,"Patrick Swayze,Mary Elizabeth Mastrantonio,Joseph Mazzello,Seth Mumy",1995
ImdbItem,"Costa Botes,Peter Jackson",Kein Oscar fÃ_r Mr. McKenzie,7.5,"Peter Jackson,Jeffrey Thomas,Costa Botes,Marguerite Hurst",1995
ImdbItem,Brett Thompson,The Haunted World of Edward D. Wood Jr.,7.3,"Maila Nurmi,Dolores Fuller,Paul Marco,Conrad Brooks",1995
ImdbItem,Jodie Foster,Home for the Holidays,6.6,"Holly Hunter,Anne Bancroft,Robert Downey Jr.,Charles Durning",1995
ImdbItem,Agnieszka Holland,Total Eclipse,6.6,"Leonardo DiCaprio,David Thewlis,Romane Bohringer,Dominique Blanc",1995
ImdbItem,Andrew Sipes,Fair Game,4.2,"William Baldwin,Cindy Crawford,Steven Berkoff,Christopher McDonald",1995
ImdbItem,Kevin James Dobson,Gold Diggers - Das Geheimnis von Bear Mountain,6,"Christina Ricci,Anna Chlumsky,Polly Draper,Brian Kerwin",1995
ImdbItem,Rob Reiner,The American President,6.8,"Michael Douglas,Annette Bening,Martin Sheen,Michael J. Fox",1995
ImdbItem,Steve Oedekerk,Ace Ventura: When Nature Calls,6.3,"Jim Carrey,Ian McNeice,Simon Callow,Maynard Eziashi",1995
ImdbItem,Joseph Ruben,Money Train,5.6,"Wesley Snipes,Woody Harrelson,Jennifer Lopez,Robert Blake",1995
ImdbItem,Martin Campbell,GoldenEye,7.2,"Pierce Brosnan,Sean Bean,Izabella Scorupco,Famke Janssen",1995
ImdbItem,Andy Tennant,It Takes Two,5.8,"Kirstie Alley,Steve Guttenberg,Mary-Kate Olsen,Ashley Olsen",1995
ImdbItem,John Lasseter,Toy Story,8.3,"Tom Hanks,Tim Allen,Don Rickles,Jim Varney",1995
ImdbItem,Mark Jones,Rumpelstiltskin,4.4,"Max GrodÃ©nchik,John Ducey,Kim Johnston Ulrich,Tommy Blaze",1995
ImdbItem,Todd Robinson,Wild Bill: Hollywood Maverick,7.6,"Alec Baldwin,James Cagney,Mike Connors,Clint Eastwood",1995
ImdbItem,Walter Hill,Wild Bill,5.9,"Jeff Bridges,Ellen Barkin,John Hurt,Diane Lane",1995
ImdbItem,Mark Haber,Daisies in December,7.7,"Joss Ackland,Jean Simmons,Pippa Guard,Judith Barker",1995
ImdbItem,Ang Lee,Sense and Sensibility,7.7,"Emma Thompson,Kate Winslet,James Fleet,Tom Wilkinson",1995
ImdbItem,Michael Mann,Heat,8.2,"Al Pacino,Robert De Niro,Val Kilmer,Jon Voight",1995
ImdbItem,Terry Gilliam,Twelve Monkeys,8,"Bruce Willis,Madeleine Stowe,Brad Pitt,Joseph Melito",1995
ImdbItem,Charles Shyer,Father of the Bride Part II,6,"Steve Martin,Diane Keaton,Martin Short,Kimberly Williams-Paisley",1995
ImdbItem,Allan Miller,Small Wonders,7.5,"Roberta Guaspari,Arnold Steinhardt,Isaac Stern,Itzhak Perlman",1995
ImdbItem,Joe Johnston,Jumanji,6.9,"Robin Williams,Kirsten Dunst,Bonnie Hunt,Jonathan Hyde",1995
ImdbItem,Sydney Pollack,Sabrina,6.3,"Harrison Ford,Julia Ormond,Greg Kinnear,Nancy Marchand",1995
ImdbItem,Oliver Parker,Othello,6.9,"Laurence Fishburne,Kenneth Branagh,IrÃ¨ne Jacob,Nathaniel Parker",1995
ImdbItem,,Moses,6.7,"Ben Kingsley,Frank Langella,Christopher Lee,Anna Galiena",1995â€“ 
ImdbItem,Oliver Stone,Nixon,7.1,"Anthony Hopkins,Joan Allen,Powers Boothe,Ed Harris",1995
ImdbItem,Simon Wells,Balto,7.1,"Kevin Bacon,Bob Hoskins,Bridget Fonda,Jim Cummings",1995
ImdbItem,Mel Brooks,Dracula - Tot aber glÃ_cklich,5.8,"Leslie Nielsen,Mel Brooks,Peter MacNicol,Steven Weber",1995
ImdbItem,Renny Harlin,Cutthroat Island,5.6,"Geena Davis,Matthew Modine,Frank Langella,Maury Chaykin",1995
ImdbItem,Forest Whitaker,Waiting to Exhale,5.8,"Whitney Houston,Angela Bassett,Loretta Devine,Lela Rochon",1995
ImdbItem,Peter Hewitt,Tom and Huck,5.6,"Jonathan Taylor Thomas,Brad Renfro,Charles Rocket,Eric Schweig",1995
ImdbItem,"Matthew Diamond,Blake Edwards,Goro Kobayashi",Victor/Victoria,7.8,"Julie Andrews,Tony Roberts,Michael Nouri,Rachel York",1995
ImdbItem,Stephen Herek,Mr. Holland's Opus,7.3,"Richard Dreyfuss,Glenne Headly,Jay Thomas,Olympia Dukakis",1995
ImdbItem,Tim Robbins,Dead Man Walking,7.5,"Susan Sarandon,Sean Penn,Robert Prosky,Raymond J. Barry",1995
ImdbItem,Michael Hoffman,Restoration,6.6,"Robert Downey Jr.,Sam Neill,David Thewlis,Polly Walker",1995
ImdbItem,Stephen Surjik,Little Criminals,8.1,"Brendan Fletcher,Myles Ferguson,Adam Harrison,Jordan Clarke",1995
ImdbItem,Paris Barclay,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,6.6,"Shawn Wayans,Marlon Wayans,Keenen Ivory Wayans,Tracey Cherelle Jones",1996
ImdbItem,Jason Bloom,Bio-Dome,4.4,"Pauly Shore,Stephen Baldwin,William Atherton,Denise Dowse",1996
ImdbItem,John Schlesinger,Eye for an Eye,6.2,"Sally Field,Kiefer Sutherland,Ed Harris,Olivia Burnette",1996
ImdbItem,Bill Bennett,Two If by Sea,5.2,"Sandra Bullock,Denis Leary,Stephen Dillane,Yaphet Kotto",1996
ImdbItem,Farhad Mann,Lawnmower Man 2: Beyond Cyberspace,2.4,"Patrick Bergin,Matt Frewer,Austin O'Brien,Ely Pouget",1996
ImdbItem,Robert Rodriguez,From Dusk Till Dawn,7.3,"Harvey Keitel,George Clooney,Juliette Lewis,Quentin Tarantino",1996
ImdbItem,Paul Thomas Anderson,Hard Eight,7.2,"Philip Baker Hall,John C. Reilly,Gwyneth Paltrow,Samuel L. Jackson",1996
ImdbItem,Franco Zeffirelli,Jane Eyre,6.8,"William Hurt,Charlotte Gainsbourg,Anna Paquin,Nic Knight",1996
ImdbItem,Mary Harron,I Shot Andy Warhol,6.6,"Lili Taylor,Jared Harris,Martha Plimpton,Lothaire Bluteau",1996
ImdbItem,Scott Hicks,Shine - Der Weg ins Licht,7.7,"Geoffrey Rush,Armin Mueller-Stahl,Justin Braine,Sonia Todd",1996
ImdbItem,Susan Streitfeld,Female Perversions,5.5,"Tilda Swinton,Amy Madigan,Karen Sillas,Frances Fisher",1996
ImdbItem,Lisa Krueger,Manny & Lo,6.7,"Scarlett Johansson,Aleksa Palladino,Mary Kay Place,Dean Silvers",1996
ImdbItem,"Campbell Scott,Stanley Tucci",Big Night,7.3,"Tony Shalhoub,Stanley Tucci,Marc Anthony,Larry Block",1996
ImdbItem,Lee David Zlotoff,The Spitfire Grill,6.9,"Alison Elliott,Ellen Burstyn,Marcia Gay Harden,Will Patton",1996
ImdbItem,Michael Goldenberg,Bed of Roses,6.1,"Christian Slater,Mary Stuart Masterson,Pamela Adlon,Josh Brolin",1996
ImdbItem,Steve Miner,Big Bully,4.6,"Rick Moranis,Tom Arnold,Julianne Phillips,Carol Kane",1996
ImdbItem,Syd Macartney,The Canterville Ghost,6.3,"Patrick Stewart,Neve Campbell,Joan Sims,Donald Sinden",1996
ImdbItem,Alexander Payne,Citizen Ruth,7,"Laura Dern,Swoosie Kurtz,Mary Kay Place,Kurtwood Smith",1996
ImdbItem,Dan Ireland,The Whole Wide World,7.3,"Vincent D'Onofrio,RenÃ©e Zellweger,Ann Wedgeworth,Harve Presnell",1996
ImdbItem,Penelope Spheeris,Black Sheep,6.2,"Chris Farley,David Spade,Tim Matheson,Christine Ebersole",1996
ImdbItem,,Gulliver's Travels,7,"Ted Danson,Mary Steenburgen,James Fox,Robert Hardy",1996â€“ 
ImdbItem,John Woo,Broken Arrow,6,"John Travolta,Christian Slater,Samantha Mathis,Delroy Lindo",1996
ImdbItem,Dennis Dugan,Happy Gilmore,7,"Adam Sandler,Christopher McDonald,Julie Bowen,Frances Bay",1996
ImdbItem,Julien Temple,Bullet,6.6,"Mickey Rourke,Frank Senger,Adrien Brody,John Enos III",1996
ImdbItem,Ted Demme,Beautiful Girls,7.2,"Matt Dillon,Timothy Hutton,Noah Emmerich,Annabeth Gish",1996
ImdbItem,Stanley Tong,Police Story 4: First Strike,6.6,"Jackie Chan,Jackson Lou,Annie Wu,Bill Tung",1996
ImdbItem,"Brian Henson,David Lane",Muppet Treasure Island,7,"Tim Curry,Billy Connolly,Jennifer Saunders,Kevin Bishop",1996
ImdbItem,Nick Castle,Mr. Wrong,3.8,"Ellen DeGeneres,Bill Pullman,Joan Cusack,Dean Stockwell",1996
ImdbItem,Harold Becker,City Hall,6.2,"Al Pacino,John Cusack,Bridget Fonda,Danny Aiello",1996
ImdbItem,John Dahl,Unforgettable,6,"Ray Liotta,Linda Fiorentino,Peter Coyote,Christopher McDonald",1996
ImdbItem,David Wheatley,The Girl,7.5,"Siobhan Flynn,Jonathan Cake,Mark Benton,Susan Jameson",1996
ImdbItem,Wes Anderson,Bottle Rocket,7.1,"Luke Wilson,Owen Wilson,Ned Dowd,Shea Fowler",1996
ImdbItem,Danny Boyle,Trainspotting,8.2,"Ewan McGregor,Ewen Bremner,Jonny Lee Miller,Kevin McKidd",1996
ImdbItem,Stephen Frears,Mary Reilly,5.8,"Julia Roberts,John Malkovich,George Cole,Michael Gambon",1996
ImdbItem,Barbet Schroeder,Before and After,6.1,"Meryl Streep,Liam Neeson,Edward Furlong,Julia Weldon",1996
ImdbItem,,The Sculptress,7.3,"Pauline Quirke,Caroline Goodall,Christopher Fulford,Sophie Stanton",1996â€“ 
ImdbItem,David S. Ward,Down Periscope,6.1,"Kelsey Grammer,Lauren Holly,Rob Schneider,Harry Dean Stanton",1996
ImdbItem,Jon Avnet,Up Close & Personal,6.1,"Robert Redford,Michelle Pfeiffer,Stockard Channing,Joe Mantegna",1996
ImdbItem,Alan Mehrez,Bloodsport 2,4.8,"Daniel Bernhardt,James Hong,Pat Morita,Donald Gibb",1996
ImdbItem,John Frankenheimer,Andersonville,7.5,"Jarrod Emick,Frederic Forrest,Ted Marcoux,Carmen Argenziano",1996
ImdbItem,David Twohy,The Arrival,6.3,"Charlie Sheen,Lindsay Crouse,Richard Schiff,Shane",1996
ImdbItem,Richard A. Colla,Hidden in Silence,7.5,"Kellie Martin,Tom Radcliffe,Marc Warren,Gemma Coughlan",1996
ImdbItem,"Joel Coen,Ethan Coen",Fargo,8.1,"William H. Macy,Frances McDormand,Steve Buscemi,Peter Stormare",1996
ImdbItem,Mike Nichols,The Birdcage,7,"Robin Williams,Nathan Lane,Gene Hackman,Dianne Wiest",1996
ImdbItem,Kevin Yagher,Hellraiser: Bloodline,5.1,"Bruce Ramsay,Valentina Vargas,Doug Bradley,Charlotte Chatton",1996
ImdbItem,David R. Ellis,Homeward Bound II: Lost in San Francisco,5.9,"Michael J. Fox,Sally Field,Ralph Waite,Al Michaels",1996
ImdbItem,Eric Schaeffer,If Lucy Fell,4.9,"Sarah Jessica Parker,Eric Schaeffer,Ben Stiller,Elle Macpherson",1996
ImdbItem,Stuart Baird,Executive Decision,6.4,"Kurt Russell,Halle Berry,Steven Seagal,John Leguizamo",1996
ImdbItem,Bill CouturiÃ©,Ed,2.6,"Matt LeBlanc,Jayne Brook,Gene Ross,Paul Hewitt",1996
ImdbItem,Sergei Bodrov,Prisoner of the Mountains,7.6,"Oleg Menshikov,Sergey Bodrov,Susanna Mekhraliyeva,Jemal Sikharulidze",1996
ImdbItem,Jeremiah S. Chechik,Diabolique,5.4,"Sharon Stone,Isabelle Adjani,Chazz Palminteri,Kathy Bates",1996
ImdbItem,David O. Russell,Flirting with Disaster,6.8,"Ben Stiller,Patricia Arquette,TÃ©a Leoni,Mary Tyler Moore",1996
ImdbItem,Spike Lee,Girl 6,5.1,"Theresa Randle,Isaiah Washington,Spike Lee,Jenifer Lewis",1996
ImdbItem,Charles T. Kanganis,Race the Sun,5.4,"Halle Berry,Jim Belushi,Bill Hunter,Casey Affleck",1996
ImdbItem,Uli Edel,Rasputin,7.1,"Alan Rickman,Greta Scacchi,Ian McKellen,David Warner",1996
ImdbItem,Bernardo Bertolucci,GefÃ_hl und VerfÃ_hrung,6.6,"Jeremy Irons,Liv Tyler,Carlo Cecchi,SinÃ©ad Cusack",1996
ImdbItem,Hettie Macdonald,Beautiful Thing,7.6,"Glen Berry,Linda Henry,Scott Neal,Tameka Empson",1996
ImdbItem,Jonathan Lynn,Sgt. Bilko,5.8,"Steve Martin,Dan Aykroyd,Phil Hartman,Glenne Headly",1996
ImdbItem,"Larry Leker,Paul Sabella",All Dogs Go to Heaven II,5.5,"Charlie Sheen,Sheena Easton,Dom DeLuise,Bebe Neuwirth",1996
ImdbItem,Richard Pearce,A Family Thing,7,"Robert Duvall,James Earl Jones,Michael Beach,Irma P. Hall",1996
ImdbItem,Gregory Hoblit,Primal Fear,7.7,"Richard Gere,Laura Linney,Edward Norton,John Mahoney",1996
ImdbItem,Martin Lawrence,A Thin Line Between Love and Hate,5.7,"Martin Lawrence,Lynn Whitfield,Regina King,Bobby Brown",1996
